Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
IRL,29/03/2013,19:45,Bray,UC Dublin,2.0,2.0,D,1.87,3.37,4.03
IRL,29/03/2013,19:45,Derry City,Shelbourne,4.0,0.0,H,1.51,3.7,6.65
IRL,29/03/2013,20:00,Shamrock Rovers,Cork City,1.0,1.0,D,1.62,3.57,5.32
IRL,30/03/2013,19:45,Limerick,St. Patricks,0.0,1.0,A,3.25,3.12,2.2
IRL,01/04/2013,15:00,Derry City,Bray,2.0,0.0,H,1.51,3.86,6.21
IRL,01/04/2013,15:00,Drogheda,Cork City,1.0,1.0,D,2.41,3.11,2.87
IRL,01/04/2013,19:00,Shelbourne,Bohemians,0.0,1.0,A,2.55,3.04,2.76
IRL,01/04/2013,19:45,UC Dublin,Sligo Rovers,0.0,3.0,A,9.84,4.85,1.29
IRL,02/04/2013,19:45,Limerick,Shamrock Rovers,1.0,1.0,D,4.0,3.31,1.88
IRL,02/04/2013,19:45,St. Patricks,Dundalk,1.0,2.0,A,1.62,3.66,5.2
IRL,05/04/2013,19:05,Bohemians,Derry City,0.0,4.0,A,3.91,3.22,1.94
IRL,05/04/2013,19:45,Bray,St. Patricks,0.0,1.0,A,4.81,3.46,1.71
IRL,05/04/2013,19:45,Cork City,UC Dublin,2.0,1.0,H,1.4,4.16,8.09
IRL,05/04/2013,19:45,Dundalk,Limerick,2.0,2.0,D,2.3,3.16,3.02
IRL,05/04/2013,20:00,Shamrock Rovers,Drogheda,1.0,1.0,D,1.62,3.6,5.35
IRL,06/04/2013,19:45,Sligo Rovers,Shelbourne,2.0,0.0,H,1.23,5.35,12.9
IRL,12/04/2013,19:45,Dundalk,Derry City,1.0,3.0,A,3.37,3.22,2.11
IRL,12/04/2013,19:45,UC Dublin,St. Patricks,0.0,1.0,A,6.81,3.83,1.49
IRL,12/04/2013,20:00,Shamrock Rovers,Bray,7.0,0.0,H,1.36,4.43,8.46
IRL,12/04/2013,20:00,Shelbourne,Drogheda,1.0,3.0,A,3.72,3.28,1.97
IRL,13/04/2013,15:55,Sligo Rovers,Cork City,2.0,0.0,H,1.43,4.05,7.33
IRL,15/04/2013,19:45,St. Patricks,Shelbourne,4.0,0.0,H,1.37,4.21,8.82
IRL,16/04/2013,19:45,Limerick,Bohemians,2.0,1.0,H,1.88,3.28,4.1
IRL,19/04/2013,19:05,St. Patricks,Sligo Rovers,2.0,0.0,H,3.24,3.06,2.24
IRL,19/04/2013,19:45,Bohemians,Dundalk,0.0,2.0,A,3.15,3.16,2.23
IRL,19/04/2013,19:45,Cork City,Shelbourne,1.0,1.0,D,1.51,3.8,6.36
